distance (m),altitude (m)
7345.565723,3374.34
7349.104829,3374.34
7352.592866,3374.66
7355.97085,3375.37
7359.248828,3375.75
7362.457357,3376.13
7365.599215,3376.51
7368.667911,3376.87
7371.67365,3376.87
7374.621052,3377.24
7377.507339,3377.59
7380.329734,3377.94
7383.090171,3378.28
7385.798669,3378.28
7388.459943,3378.61
7391.07677,3378.95
7393.651927,3379.28
7396.187419,3379.6
7398.69035,3379.6
7401.173835,3379.91
7403.632318,3380.21
7406.057466,3380.5
7408.448549,3380.78
7410.818139,3380.78
7413.17106,3381.09
7415.504536,3381.43
7417.824122,3381.79
7420.129115,3382.17
7422.415365,3382.17
7424.684948,3382.52
7426.940642,3382.85
7429.182445,3383.12
7431.412457,3383.35
7433.645926,3383.35
7435.882174,3383.56
7438.126755,3383.77
7440.382449,3383.99
7442.645785,3384.23
7444.920924,3384.23
7447.215509,3384.46
7449.518427,3384.69
7451.826901,3384.91
7454.137449,3385.12
7456.445923,3385.12
7458.75023,3385.32
7461.050371,3385.52
7463.333844,3385.73
7465.594403,3385.94
7467.833429,3385.94
7470.044675,3386.13
7472.228141,3386.3
7474.383828,3386.45
7476.508309,3386.58
7478.613994,3386.58
7480.700232,3386.7
7482.769803,3386.82
7484.825484,3386.95
7486.866652,3387.09
7488.880664,3387.09
7490.872452,3387.23
7492.833683,3387.37
7494.758801,3387.49
7496.641674,3387.6
7498.505677,3387.6
7500.35579,3387.7
7502.200347,3387.8
7504.050459,3387.9
7505.916671,3388.01
7507.786229,3388.01
7509.669677,3388.11
7511.569794,3388.19
7513.483799,3388.27
7515.413884,3388.34
7517.375114,3388.34
7519.372459,3388.44
7521.405916,3388.58
7523.481043,3388.77
7525.59997,3389.02
7527.758435,3389.02
7529.95857,3389.31
7532.197595,3389.62
7534.475512,3389.95
7536.788836,3390.26
7539.138979,3390.26
7541.522458,3390.55
7543.944828,3390.82
7546.408868,3391.07
7548.913812,3391.3
7551.450078,3391.3
7554.016901,3391.5
7556.60317,3391.69
7559.197773,3391.87
7561.787418,3392.04
7564.373687,3392.04
7566.923843,3392.2
7569.451775,3392.36
7571.954706,3392.51
7574.431879,3392.66
7576.884806,3392.66
7579.309954,3392.81
7581.707323,3392.96
7584.07969,3393.1
7586.429116,3393.24
7588.75148,3393.24
7591.046065,3393.38
7593.307314,3393.5
7595.535228,3393.61
7597.729136,3393.7
7599.89038,3393.7
7602.018287,3393.78
7604.11286,3393.85
7606.176875,3393.91
7608.206934,3393.97
7610.204279,3393.97
7612.176621,3394.03
7614.12674,3394.1
7616.057414,3394.16
7617.968058,3394.23
7619.868175,3394.23
7621.762735,3394.3
7623.648961,3394.37
7625.532409,3394.44
7627.409729,3394.5
7629.282065,3394.5
7631.1294,3394.55
7632.95729,3394.6
7634.762956,3394.65
7636.540299,3394.71
7638.304296,3394.71
7640.054403,3394.77
7641.79062,3394.85
7643.518503,3394.94
7645.240305,3395.03
7646.948742,3395.03
7648.632179,3395.14
7650.298947,3395.25
7651.943492,3395.37
7653.565318,3395.5
7655.173749,3395.5
7656.776625,3395.67
7658.373945,3395.86
7659.962931,3396.08
7661.548655,3396.32
7663.129307,3396.32
7664.707181,3396.56
7666.286444,3396.78
7667.867096,3396.96
7669.448654,3397.08
7671.032084,3397.08
7672.626626,3397.15
7674.232279,3397.19
7675.846267,3397.23
7677.47087,3397.27
7679.112637,3397.27
7680.779406,3397.35
7682.471175,3397.47
7684.196281,3397.62
7685.959739,3397.82
7687.759849,3397.82
7689.601628,3398.03
7691.485077,3398.28
7693.410194,3398.56
7695.376381,3398.88
7697.382059,3398.88
7699.432184,3399.26
7701.521201,3399.7
7703.643553,3400.19
7705.798582,3400.72
7707.990383,3400.72
7710.21274,3401.26
7712.468434,3401.79
7714.754685,3402.28
7717.073563,3402.71
7719.415372,3402.71
7721.776628,3403.08
7724.151773,3403.4
7726.535251,3403.7
7728.92078,3404
7731.315371,3404
7733.715518,3404.31
7736.123998,3404.65
7738.540812,3405.05
7740.970774,3405.5
7743.418146,3405.5
7745.893297,3406.01
7748.396228,3406.56
7750.932494,3407.14
7753.504088,3407.73
7756.107025,3407.73
7758.740519,3408.29
7761.407348,3408.81
7764.113069,3409.27
7766.854067,3409.66
7769.632014,3409.66
7772.45163,3409.99
7775.30736,3410.29
7778.196426,3410.58
7781.117935,3410.91
7784.068115,3410.91
7787.037741,3411.27
7790.02959,3411.69
7793.040885,3412.14
7796.073478,3412.63
7799.131998,3412.63
7802.218298,3413.14
7805.332376,3413.68
7808.479791,3414.26
7811.65957,3414.86
7814.873655,3414.86
7818.121076,3415.48
7821.401832,3416.1
7824.713146,3416.71
7828.056774,3417.28
7831.434758,3417.28
7834.848855,3417.81
7838.29351,3418.3
7841.768722,3418.75
7845.270645,3419.16
7848.79586,3419.16
7852.337743,3419.56
7855.896294,3419.93
7859.468735,3420.31
7863.048416,3420.69
7866.645859,3420.69
7870.262746,3421.09
7873.899079,3421.51
7877.557635,3421.95
7881.237292,3422.44
7884.945852,3422.44
7888.684969,3422.95
7892.449088,3423.48
7896.238208,3424.05
7900.051166,3424.64
7903.887511,3424.64
7907.748858,3425.24
7911.629651,3425.84
7915.527111,3426.42
7919.440045,3426.97
7923.351395,3426.97
7927.268301,3427.49
7931.165761,3427.97
7935.021552,3428.42
7938.820625,3428.85
7942.565298,3428.85
7946.237744,3429.27
7949.835187,3429.68
7953.354846,3430.09
7956.784564,3430.49
7960.129213,3430.49
7963.379411,3430.87
7966.535159,3431.2
7969.588123,3431.48
7972.529072,3431.7
7975.37369,3431.7
7978.115525,3431.88
7980.765687,3432.03
7983.326954,3432.17
7985.80135,3432.33
7988.195941,3432.33
7990.521083,3432.49
7992.773998,3432.67
7994.957465,3432.84
7997.070837,3432.98
7999.118184,3432.98
8001.098861,3433.11
8003.015645,3433.2
8004.871314,3433.29
8006.66532,3433.37
8008.412649,3433.37
8010.118309,3433.45
8011.782299,3433.55
8013.410177,3433.66
8015.007009,3433.78
8016.568215,3433.78
8018.101642,3433.91
8019.601734,3434.03
8021.065712,3434.14
8022.490364,3434.24
8023.879338,3434.24
8025.226642,3434.34
8026.540611,3434.44
8027.826801,3434.57
8029.084827,3434.73
8030.321014,3434.73
8031.540532,3434.92
8032.743384,3435.13
8033.935123,3435.31
8035.120945,3435.46
8036.298794,3435.46
8037.47757,3435.55
8038.657272,3435.59
8039.837899,3435.59
8041.029275,3435.56
8042.232126,3435.56
8043.446089,3435.53
8044.673942,3435.51
8045.918462,3435.52
8047.182042,3435.54
8048.459898,3435.54
8049.754422,3435.6
8051.068391,3435.67
8052.399028,3435.76
8053.745921,3435.87
8055.118227,3435.87
8056.512757,3435.97
8057.935066,3436.09
8059.387932,3436.21
8060.870904,3436.34
8062.384885,3436.34
8063.93498,3436.48
8065.51841,3436.65
8067.137953,3436.83
8068.793104,3437.03
8070.479318,3437.03
8072.201646,3437.23
8073.957308,3437.43
8075.743529,3437.61
8077.556975,3437.8
8079.40431,3437.8
8081.279424,3437.98
8083.187874,3438.18
8085.132438,3438.4
8087.115287,3438.64
8089.151522,3438.64
8091.246095,3438.91
8093.401782,3439.19
8095.629696,3439.48
8097.934688,3439.75
8100.304278,3439.75
8102.746093,3440.02
8105.24069,3440.29
8107.7714,3440.55
8110.331886,3440.81
8112.915378,3440.81
8115.501647,3441.06
8118.090694,3441.33
8120.675574,3441.58
8123.2555,3441.84
8125.838991,3441.84
8128.428038,3442.11
8131.016159,3442.39
8133.603354,3442.67
8136.188834,3442.96
8138.761213,3442.96
8141.319703,3443.24
8143.853191,3443.51
8146.350565,3443.74
8148.805521,3443.95
8151.225114,3443.95
8153.591925,3444.14
8155.922623,3444.31
8158.222763,3444.5
8160.491654,3444.7
8162.750125,3444.7
8165.011374,3444.92
8167.280957,3445.17
8169.569986,3445.43
8171.888864,3445.7
8174.230674,3445.7
8176.611375,3445.98
8179.017077,3446.26
8181.445003,3446.54
8183.888851,3446.82
8186.339001,3446.82
8188.783594,3447.1
8191.217076,3447.38
8193.628335,3447.66
8196.005532,3447.91
8198.355675,3447.91
8200.661372,3448.16
8202.936511,3448.38
8205.189426,3448.58
8207.419437,3448.78
8209.633461,3448.78
8211.839152,3448.97
8214.03373,3449.16
8216.217197,3449.36
8218.391666,3449.57
8220.547353,3449.57
8222.675261,3449.8
8224.775389,3450.04
8226.844959,3450.32
8228.883351,3450.62
8230.88625,3450.62
8232.847481,3450.94
8234.772599,3451.26
8236.661603,3451.57
8238.511151,3451.86
8240.327929,3451.86
8242.108593,3452.11
8243.8587,3452.35
8245.578249,3452.56
8247.266726,3452.78
8248.933494,3452.78
8250.580817,3452.99
8252.211472,3453.22
8253.828237,3453.45
8255.433401,3453.68
8257.030721,3453.68
8258.616929,3453.92
8260.197581,3454.14
8261.775455,3454.34
8263.355624,3454.52
8264.939054,3454.52
8266.533596,3454.69
8268.144806,3454.84
8269.781017,3455.02
8271.447277,3455.21
8273.141825,3455.21
8274.869708,3455.44
8276.633704,3455.7
8278.433814,3456
8280.269477,3456.31
8282.147369,3456.31
8284.064153,3456.64
8286.025384,3456.98
8288.03384,3457.32
8290.088893,3457.67
8292.1918,3457.67
8294.341931,3458.03
8296.539287,3458.4
8298.781091,3458.77
8301.066644,3459.16
8303.397342,3459.16
8305.766931,3459.56
8308.17819,3459.97
8310.631117,3460.41
8313.124953,3460.87
8315.658441,3460.87
8318.225264,3461.34
8320.830979,3461.82
8323.475585,3462.29
8326.155486,3462.73
8328.877874,3462.73
8331.641932,3463.14
8334.447659,3463.53
8337.300611,3463.9
8340.20268,3464.28
8343.150082,3464.28
8346.144709,3464.68
8349.181006,3465.1
8352.26175,3465.55
8355.38321,3466.01
8358.533402,3466.01
8361.714152,3466.47
8364.906013,3466.92
8368.100653,3467.34
8371.288763,3467.73
8374.461179,3467.73
8377.597482,3468.09
8380.697671,3468.42
8383.758969,3468.74
8386.772122,3469.05
8389.747304,3469.05
8392.672483,3469.36
8395.55877,3469.67
8398.408944,3469.99
8401.222146,3470.33
8404.013983,3470.33
8406.786375,3470.68
8409.547654,3471.05
8412.31449,3471.46
8415.086035,3471.91
8417.866761,3471.91
8420.672487,3472.4
8423.503216,3472.93
8426.358945,3473.49
8429.244352,3474.07
8432.163975,3474.07
8435.119711,3474.63
8438.111561,3475.17
8441.145079,3475.69
8444.216551,3476.17
8447.31674,3476.17
8450.444709,3476.62
8453.592124,3477.04
8456.753428,3477.45
8459.922098,3477.84
8463.084791,3477.84
8466.240539,3478.22
8469.385176,3478.58
8472.518701,3478.92
8475.637384,3479.25
8478.737573,3479.25
8481.809983,3479.58
8484.860169,3479.92
8487.890909,3480.27
8490.901285,3480.65
8493.898691,3480.65
8496.879428,3481.06
8499.849054,3481.5
8502.813124,3481.94
8505.776983,3482.38
8508.742442,3482.38
8511.708596,3482.8
8514.675444,3483.22
8517.645069,3483.63
8520.62212,3484.05
8523.608414,3484.05
8526.603041,3484.47
8529.606002,3484.9
8532.611741,3485.34
8535.622118,3485.78
8538.641747,3485.78
8541.665542,3486.22
8544.693505,3486.65
8547.735357,3487.07
8550.792944,3487.48
8553.859798,3487.48
8556.946097,3487.87
8560.037952,3488.25
8563.12703,3488.61
8566.204057,3488.95
8569.27091,3488.95
8572.309985,3489.28
8575.332391,3489.59
8578.343686,3489.91
8581.345731,3490.25
8584.354248,3490.25
8587.376655,3490.6
8590.418507,3490.98
8593.490917,3491.38
8596.601268,3491.8
8599.745905,3491.8
8602.923877,3492.22
8606.14074,3492.63
8609.396494,3493.04
8612.690135,3493.43
8616.023671,3493.43
8619.398877,3493.8
8622.812975,3494.17
8626.263186,3494.53
8629.748446,3494.89
8633.268105,3494.89
8636.818322,3495.25
8640.399097,3495.61
8644.010428,3495.98
8647.651206,3496.35
8651.323652,3496.35
8655.029434,3496.72
8658.762996,3497.1
8662.524337,3497.47
8666.312301,3497.85
8670.129201,3497.85
8673.971102,3498.22
8677.840783,3498.58
8681.738243,3498.93
8685.665062,3499.27
8689.623637,3499.27
8693.621103,3499.61
8697.649127,3499.93
8701.70493,3500.26
8705.787267,3500.59
8709.898629,3500.59
8714.032215,3500.92
8718.188024,3501.27
8722.360501,3501.62
8726.54559,3501.99
8730.745846,3501.99
8734.959992,3502.36
8739.188028,3502.74
8743.424398,3503.13
8747.665029,3503.53
8751.920844,3503.53
8756.204439,3503.94
8760.499146,3504.36
8764.802186,3504.77
8769.112245,3505.18
8773.412507,3505.18
8777.693324,3505.58
8781.938028,3505.97
8786.127173,3506.36
8790.245611,3506.75
8794.304193,3506.75
8798.282213,3507.13
8802.190785,3507.52
8806.029908,3507.91
8809.798432,3508.32
8813.501436,3508.32
8817.151659,3508.73
8820.732433,3509.13
8824.238203,3509.51
8827.665144,3509.87
8831.009793,3509.87
8834.24888,3510.21
8837.399072,3510.53
8840.465926,3510.84
8843.448531,3511.17
8846.368153,3511.17
8849.234995,3511.52
8852.0435,3511.9
8854.802002,3512.3
8857.515228,3512.7
8860.176502,3512.7
8862.779438,3513.1
8865.326816,3513.49
8867.818635,3513.85
8870.256929,3514.2
8872.673743,3514.2
8875.065556,3514.2
8877.437923,3514.52
8879.793622,3514.52
8882.115278,3514.79
8884.343191,3515.21
8886.521102,3515.35
8888.676789,3515.46
8890.821365,3515.57
8892.959732,3515.69
8895.095973,3515.69
8897.240549,3515.85
8899.396236,3516.07
8901.568591,3516.35
8903.759723,3516.7
8905.976525,3516.7
8908.223884,3517.1
8910.501801,3517.52
8912.815831,3517.94
8915.165257,3518.35
8917.554292,3518.35
8919.97944,3518.75
8922.446258,3519.14
8924.963078,3519.54
8927.529118,3519.95
8930.143166,3519.95
8932.807218,3520.37
8935.518494,3520.79
8938.276996,3521.18
8941.07909,3521.55
8943.923708,3521.55
8946.807218,3521.9
8949.729619,3522.24
8952.69091,3522.58
8955.692955,3522.95
8958.732029,3522.95
8961.809995,3523.33
8964.924074,3523.75
8968.074266,3524.19
8971.2596,3524.66
8974.482019,3524.66
8977.737773,3525.15
8981.029641,3525.64
8984.357622,3526.14
8987.72069,3526.63
8991.118119,3526.63
8994.55444,3527.11
8998.024097,3527.56
9001.52431,3527.99
9005.054004,3528.4
9008.612555,3528.4
9012.198885,3528.8
9015.804661,3529.19
9019.429882,3529.59
9023.07066,3530
9026.715327,3530
9030.362772,3530.42
9033.999105,3530.85
9037.615992,3531.28
9041.204005,3531.72
9044.762556,3531.72
9048.268326,3532.17
9051.732426,3532.61
9055.157636,3533.04
9058.54292,3533.46
9061.893124,3533.46
9065.207216,3533.86
9068.485194,3534.24
9071.729836,3534.58
9074.945717,3534.89
9078.118133,3534.89
9081.240546,3535.18
9084.310178,3535.46
9087.329807,3535.74
9090.292973,3536.03
9093.182038,3536.03
9095.971097,3536.35
9098.671262,3536.7
9101.285311,3537.06
9103.80414,3537.42
9106.248734,3537.42
9108.618323,3537.74
9110.915686,3538
9113.149155,3538.2
9115.323624,3538.33
9117.434864,3538.33
9119.484989,3538.4
9121.471222,3538.44
9123.393562,3538.45
9125.251441,3538.47
9127.045995,3538.47
9128.771101,3538.49
9130.435091,3538.53
9132.035189,3538.57
9133.570925,3538.62
9135.051571,3538.62
9136.482214,3538.67
9137.862854,3538.71
9139.196268,3538.74
9140.490397,3538.74
9141.737695,3538.74
9142.940547,3538.72
9144.101729,3538.7
9145.218463,3538.7
9146.295978,3538.74
9147.346042,3538.74
9148.384994,3538.83
9149.421169,3538.99
9150.468455,3539.18
9151.540415,3539.39
9152.626593,3539.39
9153.734994,3539.58
9154.865619,3539.74
9156.015689,3539.85
9157.182071,3539.92
9158.379366,3539.92
9159.607219,3539.96
9160.865629,3539.99
9162.154597,3540
9163.476496,3540.01
9164.815467,3540.01
9166.162771,3540.02
9167.515631,3540.03
9168.87127,3540.05
9170.223717,3540.09
9171.571022,3540.09
9172.909992,3540.15
9174.237851,3540.22
9175.554598,3540.31
9176.857058,3540.42
9178.151582,3540.42
9179.432216,3540.52
9180.707293,3540.63
9181.979593,3540.73
9183.254282,3540.81
9184.54325,3540.81
9185.854441,3540.87
9187.190633,3540.9
9188.554606,3540.89
9189.951487,3540.84
9191.393241,3540.84
9192.873887,3540.76
9194.407314,3540.65
9196.001856,3540.51
9197.662562,3540.36
9199.393223,3540.36
9201.218334,3540.19
9203.126784,3540.03
9205.107461,3539.89
9207.15696,3539.77
9209.270978,3539.77
9211.446111,3539.68
9213.687914,3539.63
9215.996389,3539.62
9218.373586,3539.65
9220.823736,3539.65
9223.351668,3539.71
9225.954605,3539.8
9228.64088,3539.91
9231.412425,3540.06
9234.254266,3540.06
9237.15722,3540.23
9240.118512,3540.44
9243.138141,3540.66
9246.21239,3540.91
9249.332026,3540.91
9252.487774,3541.16
9255.682413,3541.41
9258.913166,3541.65
9262.176258,3541.9
9265.479238,3541.9
9268.821108,3542.16
9272.199092,3542.45
9275.61319,3542.78
9279.065125,3543.16
9282.548671,3543.16
9286.057219,3543.57
9289.58799,3544.01
9293.140985,3544.46
9296.715112,3544.91
9300.30422,3544.91
9303.901662,3545.33
9307.507438,3545.73
9311.118769,3546.12
9314.73733,3546.49
9318.36533,3546.49
9322.009997,3546.88
9325.676887,3547.29
9329.377112,3547.73
9333.120643,3548.2
9336.895874,3548.2
9340.709995,3548.68
9344.554675,3549.18
9348.421578,3549.69
9352.303963,3550.21
9356.215313,3550.21
9360.148887,3550.73
9364.104684,3551.27
9368.091038,3551.81
9372.106724,3552.36
9376.143082,3552.36
9380.207219,3552.89
9384.285246,3553.41
9388.366051,3553.89
9392.442833,3554.34
9396.50697,3554.34
9400.537772,3554.76
9404.538016,3555.14
9408.502147,3555.49
9412.423411,3555.82
9416.306982,3555.82
9420.146105,3556.14
9423.940781,3556.46
9427.69101,3556.8
9431.392884,3557.17
9435.05144,3557.17
9438.659994,3557.55
9442.218545,3557.94
9445.72987,3558.33
9449.190137,3558.71
9452.615346,3558.71
9456.001664,3559.09
9459.360202,3559.46
9462.696517,3559.81
9466.017928,3560.15
9469.326463,3560.15
9472.633609,3560.47
9475.939367,3560.78
9479.239568,3561.08
9482.533209,3561.38
9485.825076,3561.38
9489.111389,3561.7
9492.394923,3562.03
9495.679846,3562.38
9498.965155,3562.75
9502.240355,3562.75
9505.50722,3563.13
9508.757419,3563.52
9511.977059,3563.92
9515.159615,3564.32
9518.318142,3564.32
9521.443333,3564.71
9524.543521,3565.1
9527.629821,3565.49
9530.701293,3565.85
9533.757035,3565.85
9536.804443,3566.19
9539.84074,3566.52
9542.865925,3566.84
9545.876301,3567.16
9548.870928,3567.16
9551.848888,3567.49
9554.807402,3567.85
9557.743693,3568.24
9560.659648,3568.66
9563.548713,3568.66
9566.398887,3569.09
9569.21017,3569.51
9571.979783,3569.91
9574.704118,3570.29
9577.382059,3570.29
9580.00722,3570.64
9582.579599,3570.97
9585.096419,3571.28
9587.554152,3571.6
9589.957077,3571.6
9592.30722,3571.93
9594.599027,3572.25
9596.835275,3572.57
9599.012521,3572.88
9601.132094,3572.88
9603.190554,3573.16
9605.190676,3573.41
9607.135239,3573.64
9609.023666,3573.86
9610.871002,3573.86
9612.682223,3574.09
9614.468444,3574.32
9616.237996,3574.57
9617.995901,3574.83
9619.751563,3574.83
9621.518338,3575.11
9623.30178,3575.39
9625.113002,3575.67
9626.959773,3575.95
9628.837666,3575.95
9630.765561,3576.24
9632.735126,3576.52
9634.743582,3576.78
9636.795859,3577.04
9638.882097,3577.04
9640.990559,3577.26
9643.126801,3577.46
9645.2936,3577.63
9647.487508,3577.79
9649.7182,3577.79
9651.985005,3577.96
9654.29348,3578.13
9656.651957,3578.32
9659.059702,3578.53
9661.520964,3578.53
9664.040562,3578.76
9666.615719,3579.01
9669.240879,3579.28
9671.915227,3579.58
9674.640393,3579.58
9677.412784,3579.91
9680.232401,3580.25
9683.096464,3580.61
9686.004088,3580.97
9688.957046,3580.97
9691.948896,3581.31
9694.982414,3581.63
9698.057602,3581.94
9701.173508,3582.24
9704.329256,3582.24
9707.526673,3582.55
9710.762982,3582.88
9714.032626,3583.23
9717.334598,3583.61
9720.668134,3583.61
9724.023895,3584
9727.404657,3584.39
9730.807643,3584.77
9734.226252,3585.15
9737.676463,3585.15
9741.160009,3585.51
9744.676891,3585.88
9748.229885,3586.25
9751.820675,3586.65
9755.445897,3586.65
9759.104453,3587.07
9762.796345,3587.53
9766.518795,3588.02
9770.267879,3588.53
9774.034776,3588.53
9777.821118,3589.04
9781.615794,3589.53
9785.407693,3590
9789.195656,3590.45
9792.962553,3590.45
9796.685002,3590.86
9800.368561,3591.25
9804.013228,3591.62
9807.612349,3591.98
9811.179234,3591.98
9814.704449,3592.34
9818.196329,3592.68
9821.668763,3593.03
9825.126252,3593.38
9828.568129,3593.38
9832.007228,3593.74
9835.437992,3594.11
9838.860423,3594.49
9842.273479,3594.87
9845.682021,3594.87
9849.082228,3595.27
9852.47688,3595.68
9855.872921,3596.1
9859.269314,3596.53
9862.675077,3596.53
9866.097508,3596.96
9869.539385,3597.4
9873.003485,3597.84
9876.491522,3598.27
9880.005626,3598.27
9883.547509,3598.68
9887.111615,3599.09
9890.697945,3599.49
9894.299843,3599.91
9897.922287,3599.91
9901.555842,3600.34
9905.206065,3600.8
9908.878512,3601.27
9912.572054,3601.76
9916.291726,3601.76
9920.039177,3602.27
9923.814408,3602.77
9927.614641,3603.29
9931.438707,3603.8
9935.288942,3603.8
9939.164179,3604.32
9943.067195,3604.84
9946.995213,3605.35
9950.947025,3605.87
9954.922268,3605.87
9958.928068,3606.39
9962.953314,3606.92
9967.000783,3607.45
9971.066457,3607.99
9975.13615,3607.99
9979.198898,3608.52
9983.254701,3609.04
9987.282725,3609.54
9991.273417,3610.03
9995.229214,3610.03
9999.126675,3610.49
10002.98524,3610.95
10006.81048,3611.4
10010.59844,3611.86
10014.36812,3611.86
10018.13223,3612.32
10021.8908,3612.79
10025.65214,3613.27
10029.42066,3613.74
10033.19867,3613.74
10036.99335,3614.22
10040.79636,3614.71
10044.60492,3615.19
10048.42066,3615.67
10052.22645,3615.67
10056.00723,3616.15
10059.7658,3616.63
10063.49102,3617.09
10067.17346,3617.55
10070.84313,3617.55
10074.49335,3618.02
10078.13802,3618.49
10081.7938,3618.97
10085.46512,3619.47
10089.15146,3619.47
10092.86557,3619.97
10096.59636,3620.48
10100.33825,3620.96
10104.09011,3621.43
10107.85423,3621.43
10111.62668,3621.87
10115.41025,3622.31
10119.21048,3622.74
10123.02344,3623.18
10126.85423,3623.18
10130.70724,3623.64
10134.5797,3624.12
10138.46883,3624.61
10142.37343,3625.11
10146.28478,3625.11
10150.19891,3625.6
10154.1047,3626.08
10157.99383,3626.55
10161.85955,3627.01
10165.70145,3627.01
10169.50724,3627.45
10173.28525,3627.9
10177.04103,3628.35
10180.77068,3628.81
10184.47646,3628.81
10188.16835,3629.28
10191.83802,3629.75
10195.48269,3630.23
10199.10125,3630.7
10202.69313,3630.7
10206.25724,3631.17
10209.79079,3631.63
10213.29378,3632.08
10216.76516,3632.52
10220.1987,3632.52
10223.59613,3632.95
10226.94633,3633.36
10230.24098,3633.74
10233.47075,3634.1
10236.64594,3634.1
10239.75724,3634.44
10242.80743,3634.76
10245.80206,3635.09
10248.73745,3635.43
10251.62374,3635.43
10254.46558,3635.8
10257.26575,3636.22
10260.02703,3636.67
10262.75136,3637.14
10265.44042,3637.14
10268.09613,3637.63
10270.72129,3638.12
10273.3159,3638.59
10275.88471,3639.03
10278.42098,3639.03
10280.92669,3639.46
10283.39628,3639.88
10285.82421,3640.28
10288.20974,3640.66
10290.54599,3640.66
10292.82113,3641.02
10295.03516,3641.36
10297.17973,3641.65
10299.25145,3641.89
10301.25157,3641.89
10303.17113,3642.1
10305.01569,3642.26
10306.7908,3642.41
10308.49316,3642.55
10310.13493,3642.55
10311.71836,3642.7
10313.25178,3642.85
10314.74076,3643.02
10316.19041,3643.21
10317.60716,3643.21
10318.99891,3643.4
10320.36289,3643.61
10321.71019,3643.82
10323.04597,3644.03
10324.34883,3644.03
10325.60724,3644.24
10326.83232,3644.43
10328.03239,3644.61
10329.2071,3644.77
10330.36551,3644.77
10331.51002,3644.92
10332.6462,3645.07
10333.78516,3645.23
10334.93488,3645.39
10336.08634,3645.39
10337.23919,3645.57
10338.38648,3645.75
10339.52266,3645.91
10340.64739,3646.06
10341.75301,3646.06
10342.8253,3646.2
10343.88647,3646.33
10344.9532,3646.46
10346.02794,3646.6
10347.13079,3646.6
10348.27252,3646.76
10349.45871,3646.94
10350.70045,3647.13
10352.00291,3647.32
10353.36133,3647.32
10354.77252,3647.52
10356.23928,3647.72
10357.76159,3647.93
10359.33621,3648.15
10360.96686,3648.15
10362.65308,3648.38
10364.39485,3648.63
10366.19218,3648.89
10368.04173,3649.16
10369.94185,3649.16
10371.88641,3649.42
10373.87264,3649.68
10375.89777,3649.94
10377.95838,3650.19
10380.05295,3650.19
10382.1753,3650.44
10384.32265,3650.69
10386.49501,3650.92
10388.68892,3651.15
10390.9085,3651.15
10393.15308,3651.39
10395.42822,3651.65
10397.74225,3651.96
10400.09445,3652.31
10402.48626,3652.31
10404.92252,3652.7
10407.40045,3653.12
10409.92005,3653.54
10412.47776,3653.94
10415.07236,3653.94
10417.7003,3654.32
10420.3588,3654.69
10423.04507,3655.06
10425.7583,3655.44
10428.50013,3655.44
10431.26975,3655.83
10434.06714,3656.24
10436.89231,3656.64
10439.74439,3657.03
10442.62512,3657.03
10445.53364,3657.4
10448.46993,3657.75
10451.43122,3658.11
10454.4166,3658.47
10457.42512,3658.47
10460.45308,3658.84
10463.50327,3659.22
10466.57012,3659.6
10469.64992,3659.99
10472.74733,3659.99
10475.85586,3660.37
10478.98105,3660.75
10482.12291,3661.14
10485.28325,3661.52
10488.45844,3661.52
10491.66141,3661.92
10494.8755,3662.32
10498.0882,3662.74
10501.29852,3663.16
10504.49316,3663.16
10507.65724,3663.59
10510.78521,3664.01
10513.87151,3664.43
10516.90411,3664.84
10519.89318,3664.84
10522.82947,3665.23
10525.71575,3665.61
10528.54926,3665.99
10531.32636,3666.35
10534.05708,3666.35
10536.74058,3666.71
10539.38241,3667.05
10541.98812,3667.39
10544.56249,3667.71
10547.12098,3667.71
10549.66281,3667.71
10552.18796,3668.04
10554.69922,3668.04
10557.18473,3668.36
10559.60154,3668.99
10561.94891,3669.29
10564.25738,3669.59
10566.53808,3669.89
10568.79586,3670.17
10571.03489,3670.17
10573.26835,3670.46
10575.49349,3670.74
10577.71585,3671.02
10579.94031,3671.3
10582.171,3671.3
10584.41002,3671.55
10586.66016,3671.77
10588.92419,3671.95
10591.20419,3672.11
10593.50433,3672.11
10595.82391,3672.25
10598.17406,3672.39
10600.56031,3672.54
10602.9875,3672.71
10605.45709,3672.71
10607.97669,3672.9
10610.54907,3673.1
10613.17423,3673.3
10615.85413,3673.51
10618.58763,3673.51
10621.37669,3673.72
10624.21575,3673.95
10627.10482,3674.2
10630.04299,3674.49
10633.02928,3674.49
10636.06002,3674.81
10639.13243,3675.16
10642.24651,3675.54
10645.39852,3675.95
10648.59316,3675.95
10651.82947,3676.39
10655.10467,3676.84
10658.4132,3677.32
10661.75406,3677.81
10665.12926,3677.81
10668.53502,3678.31
10671.97135,3678.83
10675.43822,3679.36
10678.93182,3679.91
10682.45703,3679.91
10686.01003,3680.47
10689.5908,3681.03
10693.20213,3681.58
10696.84291,3682.13
10700.51258,3682.13
10704.21558,3682.66
10707.94637,3683.19
10711.70215,3683.7
10715.48178,3684.2
10719.28479,3684.2
10723.11003,3684.71
10726.95748,3685.22
10730.82994,3685.74
10734.72621,3686.28
10738.6459,3686.28
10742.59058,3686.82
10746.56027,3687.37
10750.55218,3687.92
10754.56231,3688.48
10758.59589,3688.48
10762.64892,3689.04
10766.72139,3689.6
10770.8133,3690.16
10774.92619,3690.72
