distance (m),altitude (m)
3840.880921,3024.52
3844.869445,3025.01
3848.891913,3025.5
3852.944321,3026
3857.022347,3026
3861.125376,3026.51
3865.252776,3027.02
3869.405807,3027.54
3873.583203,3028.06
3877.780681,3028.06
3882.000383,3028.59
3886.24444,3029.14
3890.511367,3029.7
3894.802641,3030.27
3899.122349,3030.27
3903.461503,3030.84
3907.822215,3031.41
3912.20026,3031.96
3916.591525,3032.5
3920.989016,3032.5
3925.400397,3033.03
3929.824992,3033.57
3934.264152,3034.14
3938.722077,3034.74
3943.21124,3034.74
3947.725404,3035.37
3952.263878,3036.02
3956.825267,3036.68
3961.405404,3037.32
3966.000129,3037.32
3970.611521,3037.94
3975.238875,3038.55
3979.880825,3039.14
3984.535955,3039.74
3989.205685,3039.74
3993.886526,3040.34
3998.580541,3040.94
4003.289162,3041.55
4007.999842,3042.15
4012.708462,3042.15
4017.408749,3042.75
4022.094431,3043.34
4026.764161,3043.91
4031.405403,3044.47
4036.005684,3044.47
4040.564296,3045.02
4045.080549,3045.57
4049.550267,3046.13
4053.966529,3046.68
4058.330685,3046.68
4062.633725,3047.22
4066.877781,3047.76
4071.058592,3048.27
4075.158216,3048.77
4079.164016,3048.77
4083.080922,3049.26
4086.900017,3049.73
4090.622466,3050.19
4094.261022,3050.65
4097.808461,3050.65
4101.275339,3051.09
4104.675028,3051.52
4108.011343,3051.94
4111.269378,3052.34
4114.452905,3052.34
4117.558651,3052.74
4120.580596,3053.13
4123.519665,3053.52
4126.380514,3053.89
4129.158461,3053.89
4131.861404,3054.25
4134.491719,3054.59
4137.064098,3054.92
4139.599977,3054.92
4142.102908,3054.92
4144.569725,3055.24
4147.000058,3055.24
4149.369648,3055.55
4151.605554,3056.11
4153.716794,3056.38
4155.758585,3056.64
4157.752847,3056.9
4159.705744,3057.16
4161.630568,3057.43
4163.539018,3057.43
4165.433579,3057.71
4167.330627,3057.98
4169.239077,3058.25
4171.151402,3058.5
4173.068186,3058.5
4174.993304,3058.74
4176.929238,3058.98
4178.876579,3059.21
4180.840288,3059.44
4182.82652,3059.44
4184.834976,3059.68
4186.868124,3059.92
4188.929361,3060.17
4191.018059,3060.42
4193.140411,3060.42
4195.290542,3060.68
4197.462565,3060.94
4199.657144,3061.2
4201.87083,3061.47
4204.095966,3061.47
4206.334992,3061.76
4208.582008,3062.05
4210.837702,3062.37
4213.115271,3062.7
4215.429301,3062.7
4217.773889,3063.05
4220.154226,3063.41
4222.573818,3063.78
4225.029149,3064.17
4227.526524,3064.17
4230.06279,3064.56
4232.631999,3064.94
4235.232158,3065.32
4237.868027,3065.68
4240.543191,3065.68
4243.248912,3066.03
4245.981995,3066.37
4248.737719,3066.7
4251.515242,3067.03
4254.307079,3067.03
4257.118362,3067.35
4259.945881,3067.68
4262.790499,3068.01
4265.662459,3068.35
4268.57097,3068.35
4271.515594,3068.71
4274.504209,3069.1
4277.540506,3069.5
4280.618002,3069.93
4283.743193,3069.93
4286.912831,3070.37
4290.126426,3070.8
4293.379403,3071.24
4296.66799,3071.66
4299.998749,3071.66
4303.357288,3072.07
4306.740311,3072.49
4310.140519,3072.9
4313.551318,3073.31
4316.965415,3073.31
4320.376734,3073.74
4323.784756,3074.16
4327.184963,3074.59
4330.583263,3075.02
4333.980693,3075.02
4337.383678,3075.46
4340.800032,3075.89
4344.233576,3076.34
4347.68326,3076.79
4351.16125,3076.79
4354.661464,3077.26
4358.183364,3077.76
4361.728024,3078.27
4365.286032,3078.81
4368.86125,3078.81
4372.439247,3079.34
4376.011142,3079.87
4379.569693,3080.39
4383.113813,3080.87
4386.62236,3080.87
4390.100351,3081.31
4393.54448,3081.7
4396.950243,3082.04
4400.313824,3082.36
4403.630693,3082.36
4406.900337,3082.66
4410.11671,3082.96
4413.278014,3083.28
4416.38884,3083.62
4419.444582,3083.62
4422.447543,3083.98
4425.402828,3084.36
4428.314117,3084.73
4431.186077,3085.11
4434.016805,3085.11
4436.82531,3085.48
4439.616721,3085.85
4442.397446,3086.23
4445.180525,3086.61
4447.980696,3086.61
4450.797535,3087
4453.638941,3087.39
4456.508561,3087.79
4459.411073,3088.18
4462.355697,3088.18
4465.333657,3088.58
4468.34727,3088.97
4471.397456,3089.36
4474.474952,3089.74
4477.586253,3089.74
4480.725333,3090.12
4483.8806,3090.5
4487.053016,3090.87
4490.255501,3091.26
4493.491809,3091.26
4496.761453,3091.65
4500.069484,3092.05
4503.414133,3092.45
4506.791601,3092.87
4510.202921,3092.87
4513.647576,3093.28
4517.11948,3093.71
4520.616916,3094.14
4524.141593,3094.59
4527.697366,3094.59
4531.280918,3095.05
4534.894476,3095.51
4538.539143,3095.98
4542.211029,3096.45
4545.914033,3096.45
4549.644817,3096.92
4553.405584,3097.41
4557.197482,3097.92
4561.005467,3098.45
4564.833478,3098.45
4568.655934,3098.99
4572.472252,3099.54
4576.272484,3100.07
4580.038806,3100.59
4583.744588,3100.59
4587.394812,3101.08
4590.98615,3101.57
4594.511365,3102.04
4597.974936,3102.52
4601.369588,3102.52
4604.705903,3103
4607.983381,3103.46
4611.2058,3103.89
4614.374954,3104.27
4617.500145,3104.27
4620.578111,3104.61
4623.619499,3104.92
4626.625238,3105.2
4629.588856,3105.48
4632.511257,3105.48
4635.397544,3105.76
4638.252838,3106.05
4641.078011,3106.33
4643.863867,3106.58
4646.611257,3106.58
4649.316978,3106.81
4651.980623,3107.02
4654.605783,3107.23
4657.191657,3107.44
4659.736257,3107.44
4662.241966,3107.68
4664.716739,3107.95
4667.164111,3108.25
4669.577779,3108.56
4671.955701,3108.56
4674.303067,3108.86
4676.625076,3109.17
4678.925217,3109.45
4681.202786,3109.71
4683.475147,3109.71
4685.725285,3109.95
4687.944526,3110.17
4690.133549,3110.37
4692.291685,3110.56
4694.400147,3110.56
4696.475274,3110.74
4698.516753,3110.92
4700.525209,3111.1
4702.508361,3111.29
4704.475148,3111.29
4706.416933,3111.49
4708.330647,3111.68
4710.211317,3111.87
4712.063926,3112.06
4713.886259,3112.06
4715.678035,3112.25
4717.438985,3112.43
4719.172424,3112.6
4720.872269,3112.76
4722.541815,3112.76
4724.175248,3112.9
4725.769546,3113.02
4727.319641,3113.13
4728.822281,3113.22
4730.275148,3113.22
4731.675233,3113.29
4733.019555,3113.35
4734.308522,3113.4
4735.547298,3113.45
4736.739037,3113.45
4737.889108,3113.51
4739.005672,3113.59
4740.097405,3113.69
4741.161197,3113.79
4742.205705,3113.79
4743.233546,3113.9
4744.250119,3114
4745.258514,3114.09
4746.275088,3114.16
4747.311262,3114.16
4748.366882,3114.22
4749.447504,3114.25
4750.555567,3114.25
4751.686191,3114.21
4752.839039,3114.21
4754.011333,3114.12
4755.203072,3113.98
4756.411111,3113.82
4757.647297,3113.65
4758.908485,3113.65
4760.208565,3113.5
4761.564203,3113.38
4762.983301,3113.29
4764.461169,3113.21
4766.00293,3113.21
4767.603028,3113.12
4769.261462,3113.03
4770.974933,3112.93
4772.738929,3112.82
4774.530705,3112.82
4776.372484,3112.73
4778.269823,3112.68
4780.222124,3112.69
4782.24447,3112.73
4784.358487,3112.73
4786.550288,3112.82
4788.822649,3112.94
4791.180406,3113.09
4793.602776,3113.25
4796.077928,3113.25
4798.60586,3113.43
4801.183795,3113.64
4803.808154,3113.88
4806.483318,3114.16
4809.194594,3114.16
4811.953096,3114.46
4814.758823,3114.78
4817.610904,3115.12
4820.508303,3115.46
4823.452928,3115.46
4826.441999,3115.79
4829.472739,3116.11
4832.541434,3116.4
4835.649958,3116.69
4838.80015,3116.69
4841.975344,3116.99
4845.167205,3117.34
4848.366424,3117.75
4851.561063,3118.23
4854.725146,3118.23
4857.867004,3118.77
4860.975527,3119.33
4864.044223,3119.86
4867.08052,3120.32
4870.080703,3120.32
4873.047551,3120.71
4875.981063,3121.02
4878.880355,3121.29
4881.741641,3121.52
4884.561258,3121.52
4887.341983,3121.75
4890.078261,3121.98
4892.774825,3122.23
4895.444432,3122.51
4898.083482,3122.51
4900.703087,3122.82
4903.317135,3123.18
4905.927609,3123.6
4908.530545,3124.08
4911.141816,3124.08
4913.751697,3124.61
4916.36019,3125.17
4918.966498,3125.74
4921.572213,3126.31
4924.17515,3126.31
4926.775308,3126.85
4929.369911,3127.37
4931.958168,3127.86
4934.544437,3128.35
4937.119594,3128.35
4939.69753,3128.84
4942.283798,3129.35
4944.885941,3129.87
4947.505545,3130.41
4950.147373,3130.41
4952.811424,3130.94
4955.503256,3131.47
4958.22759,3131.97
4960.986092,3132.43
4963.777929,3132.43
4966.608658,3132.86
4969.475499,3133.26
4972.377568,3133.64
4975.322193,3134.02
4978.31682,3134.02
4981.355894,3134.4
4984.436638,3134.79
4987.555321,3135.19
4990.711069,3135.6
4993.897375,3135.6
4997.119794,3136.03
5000.381104,3136.47
5003.677522,3136.91
5007.011058,3137.37
5010.386264,3137.37
5013.800362,3137.82
5017.256128,3138.25
5020.755273,3138.67
5024.286045,3139.08
5027.858485,3139.08
5031.447593,3139.46
5035.042257,3139.83
5038.633047,3140.2
5042.222155,3140.57
5045.780706,3140.57
5049.325367,3140.95
5052.850582,3141.36
5056.355282,3141.79
5059.858273,3142.25
5063.366821,3142.25
5066.883703,3142.75
5070.414474,3143.26
5073.963607,3143.77
5077.533269,3144.28
5081.127933,3144.28
5084.747599,3144.77
5088.392266,3145.24
5092.063591,3145.71
5095.76104,3146.18
5099.483489,3146.18
5103.23094,3146.65
5107.000615,3147.12
5110.791356,3147.59
5114.599922,3148.05
5118.427933,3148.05
5122.261501,3148.49
5126.097847,3148.92
5129.927467,3149.33
5133.747145,3149.75
5137.552932,3149.75
5141.322607,3150.18
5145.033945,3150.64
5148.674722,3151.1
5152.26383,3151.56
5155.786268,3151.56
5159.24759,3152
5162.653353,3152.4
5165.996982,3152.78
5169.269404,3153.14
5172.477933,3153.14
5175.614235,3153.51
5178.664422,3153.92
5181.62481,3154.36
5184.505541,3154.81
5187.297378,3154.81
5190.019767,3155.27
5192.686596,3155.71
5195.302624,3156.13
5197.875004,3156.53
5200.408492,3156.53
5202.90031,3156.93
5205.361572,3157.33
5207.797088,3157.74
5210.200013,3158.16
5212.555712,3158.16
5214.88641,3158.58
5217.197663,3158.99
5219.494324,3159.37
5221.783353,3159.71
5224.091827,3159.71
5226.405857,3160
5228.728221,3160.26
5231.060985,3160.48
5233.402794,3160.69
5235.75016,3160.69
5238.100303,3160.91
5240.451836,3161.16
5242.804039,3161.43
5245.152794,3161.74
5247.497382,3161.74
5249.844747,3162.1
5252.194891,3162.5
5254.549871,3162.91
5256.922239,3163.31
5259.322385,3163.31
5261.736421,3163.67
5264.16157,3163.92
5266.599863,3164.06
5269.041679,3164.08
5271.472383,3164.08
5273.908643,3164.03
5276.347681,3163.99
5278.791528,3164.01
5281.258346,3164.16
5283.761276,3164.16
5286.297542,3164.46
5288.872699,3164.86
5291.48595,3165.35
5294.125,3165.88
5296.789052,3165.88
5299.478105,3166.39
5302.189381,3166.89
5304.922047,3167.36
5307.683327,3167.83
5310.475164,3167.83
5313.297559,3168.3
5316.150511,3168.78
5319.030363,3169.28
5321.927762,3169.78
5324.839051,3169.78
5327.753118,3170.28
5330.661629,3170.75
5333.555367,3171.19
5336.430542,3171.62
5339.266827,3171.62
5342.072554,3172.02
5344.847723,3172.42
5347.585943,3172.81
5350.286108,3173.18
5352.947382,3173.18
5355.564209,3173.53
5358.13381,3173.87
5360.658194,3174.2
5363.133345,3174.52
5365.550159,3174.52
5367.91697,3174.84
5370.239334,3175.16
5372.519333,3175.46
5374.755581,3175.75
5376.947381,3175.75
5379.105846,3176
5381.233754,3176.23
5383.333241,3176.43
5385.422258,3176.61
5387.50294,3176.61
5389.591957,3176.79
5391.700419,3176.98
5393.838786,3177.2
5396.005585,3177.45
5398.222387,3177.45
5400.47808,3177.73
5402.772665,3178.02
5405.105428,3178.32
5407.461128,3178.61
5409.836273,3178.61
5412.22253,3178.89
5414.607398,3179.17
5416.990149,3179.46
5419.365294,3179.76
5421.732106,3179.76
5424.096139,3180.08
5426.461561,3180.41
5428.82765,3180.76
5431.211129,3181.12
5433.622388,3181.12
5436.058648,3181.5
5438.525465,3181.89
5441.027632,3182.3
5443.56112,3182.73
5446.127943,3182.73
5448.73088,3183.18
5451.36993,3183.63
5454.044277,3184.08
5456.755553,3184.51
5459.519611,3184.51
5462.314226,3184.92
5465.133842,3185.3
5467.972038,3185.67
5470.808323,3186.02
5473.627939,3186.02
5476.425332,3186.37
5479.183834,3186.71
5481.891506,3187.06
5484.550002,3187.41
5487.147383,3187.41
5489.683649,3187.75
5492.153244,3188.08
5494.552658,3188.4
5496.888912,3188.71
5499.158495,3188.71
5501.364185,3188.99
5503.508761,3189.25
5505.594363,3189.5
5507.62782,3189.73
5509.608497,3189.73
5511.547504,3189.97
5513.453176,3190.21
5515.330495,3190.45
5517.200054,3190.71
5519.075168,3190.71
5520.96695,3190.97
5522.886512,3191.25
5524.847144,3191.52
5526.850044,3191.8
5528.916837,3191.8
5531.036411,3192.08
5533.214321,3192.36
5535.449887,3192.62
5537.725026,3192.89
5540.044612,3192.89
5542.389199,3193.14
5544.747677,3193.4
5547.110988,3193.67
5549.469466,3193.93
5551.802942,3193.93
5554.114194,3194.2
5556.392111,3194.47
5558.630453,3194.72
5560.850033,3194.97
5563.041833,3194.97
5565.222522,3195.21
5567.400433,3195.45
5569.583233,3195.69
5571.758366,3195.94
5573.937665,3195.94
5576.121132,3196.2
5578.310155,3196.46
5580.509618,3196.74
5582.734753,3197.03
5584.998781,3197.03
5587.296143,3197.35
5589.637953,3197.69
5592.031813,3198.06
5594.459739,3198.47
5596.918223,3198.47
5599.404486,3198.92
5601.912972,3199.42
5604.440133,3199.94
5606.990288,3200.49
5609.557112,3200.49
5612.146159,3201.02
5614.754651,3201.53
5617.381788,3202
5620.029172,3202.41
5622.701557,3202.41
5625.387832,3202.78
5628.079663,3203.12
5630.776227,3203.44
5633.468058,3203.75
5636.143222,3203.75
5638.801718,3204.06
5641.443545,3204.36
5644.06235,3204.66
5646.670843,3204.94
5649.265446,3204.94
5651.848937,3205.21
5654.426872,3205.47
5657.001243,3205.73
5659.57779,3206
5662.155725,3206
5664.741994,3206.28
5667.336597,3206.59
5669.938739,3206.92
5672.552787,3207.28
5675.191837,3207.28
5677.844777,3207.67
5680.511607,3208.06
5683.191508,3208.44
5685.888894,3208.79
5688.597393,3208.79
5691.317004,3209.08
5694.047726,3209.32
5696.785946,3209.5
5699.519446,3209.64
5702.233501,3209.64
5704.925332,3209.76
5707.583828,3209.85
5710.202633,3209.94
5712.794458,3210.05
5715.35017,3210.05
5717.88088,3210.18
5720.394922,3210.36
5722.897089,3210.59
5725.39863,3210.59
5727.898783,3210.59
5730.401713,3210.88
5732.907422,3210.88
5735.420697,3211.2
5737.993076,3211.82
5740.64046,3212.04
5743.335069,3212.19
5746.065791,3212.27
5748.83456,3212.32
5751.618064,3212.37
5754.404345,3212.37
5757.18507,3212.45
5759.954684,3212.59
5762.701235,3212.79
5765.420846,3213.03
5768.093231,3213.03
5770.715614,3213.28
5773.274103,3213.51
5775.762384,3213.7
5778.193088,3213.86
5780.557121,3213.86
5782.857262,3214
5785.099065,3214.14
5787.281865,3214.32
5789.404217,3214.54
5791.465454,3214.54
5793.468354,3214.8
5795.412917,3215.08
5797.295791,3215.37
5799.129236,3215.37
5800.912678,3215.63
5802.648895,3215.87
5804.343443,3216.09
5805.998595,3216.28
5807.609804,3216.28
5809.184901,3216.46
5810.718327,3216.62
5812.210085,3216.77
5813.659731,3216.88
5815.068151,3216.88
5816.437679,3216.96
5817.771093,3217.01
5819.065617,3217.03
5820.329197,3217.05
5821.573718,3217.05
5822.812682,3217.1
5824.048869,3217.19
5825.290611,3217.34
5826.54586,3217.54
5827.795937,3217.54
5829.057125,3217.77
5830.301645,3217.99
5831.51283,3218.15
5832.681989,3218.23
5833.823726,3218.23
5834.94046,3218.22
5836.043306,3218.14
5837.137817,3218.02
5838.234771,3217.91
5839.354284,3217.91
5840.504354,3217.85
5841.693316,3217.86
5842.937836,3217.95
5844.243073,3218.08
5845.609823,3218.08
5847.043244,3218.25
5848.540558,3218.41
5850.096208,3218.56
5851.709703,3218.68
5853.384805,3218.68
5855.1238,3218.8
5856.92391,3218.92
5858.785135,3219.08
5860.70411,3219.26
5862.684787,3219.26
5864.732134,3219.48
5866.840596,3219.74
5869.001839,3220.02
5871.215188,3220.33
5873.479215,3220.33
5875.782134,3220.67
5878.135055,3221.02
5880.535202,3221.38
5882.984604,3221.76
5885.484757,3221.76
5888.043246,3222.15
5890.657294,3222.58
5893.321346,3223.03
5896.031795,3223.52
5898.790297,3223.52
5901.58769,3224.05
5904.426752,3224.61
5907.310262,3225.18
5910.237325,3225.78
5913.206951,3225.78
5916.218246,3226.38
5919.268432,3226.97
5922.360287,3227.55
5925.492856,3228.1
5928.645826,3228.1
5931.82102,3228.61
5934.998992,3229.07
5938.163074,3229.47
5941.303974,3229.83
5944.423609,3229.83
5947.498797,3230.14
5950.535094,3230.43
5953.529721,3230.69
5956.481778,3230.93
5959.398623,3230.93
5962.273798,3231.16
5965.121194,3231.39
5967.949144,3231.62
5970.756792,3231.87
5973.556963,3231.87
5976.365468,3232.14
5979.176751,3232.43
5981.996368,3232.74
5984.829009,3233.08
5987.665294,3233.08
5990.509912,3233.42
5993.353141,3233.78
5996.194981,3234.13
5999.033177,3234.49
6001.863905,3234.49
6004.677966,3234.84
6007.480915,3235.19
6010.267196,3235.53
6013.035965,3235.87
6015.794467,3235.87
6018.544634,3236.22
6021.283691,3236.59
6024.008857,3236.98
6026.719306,3237.41
6029.405581,3237.41
6032.064077,3237.86
6034.689237,3238.33
6037.275506,3238.82
6039.816552,3239.32
6042.333373,3239.32
6044.816858,3239.83
6047.286453,3240.36
6049.761604,3240.9
6052.249885,3241.44
6054.747259,3241.44
6057.272414,3241.99
6059.814235,3242.53
6062.367169,3243.04
6064.933209,3243.54
6067.5167,3243.54
6070.091857,3244.02
6072.689238,3244.5
6075.32551,3244.98
6078.008188,3245.47
6080.733354,3245.47
6083.508524,3245.98
6086.330918,3246.5
6089.200538,3247.02
6092.11927,3247.54
6095.088895,3247.54
6098.108524,3248.06
6101.178156,3248.56
6104.297792,3249.06
6107.466462,3249.57
6110.680548,3249.57
6113.936302,3250.08
6117.230948,3250.59
6120.561707,3251.1
6123.924775,3251.6
6127.319427,3251.6
6130.75297,3252.08
6134.208736,3252.55
6137.68117,3253.01
6141.16643,3253.48
6144.647198,3253.48
6148.10852,3253.94
6151.550397,3254.41
6154.958939,3254.87
6158.324784,3255.33
6161.666654,3255.33
6164.972412,3255.79
6168.255946,3256.25
6171.522812,3256.71
6174.777573,3257.19
6178.030549,3257.19
6181.289082,3257.67
6184.555947,3258.16
6187.842259,3258.66
6191.149785,3259.15
6194.480544,3259.15
6197.847416,3259.64
6201.244846,3260.12
6204.672833,3260.6
6208.130322,3261.06
6211.616646,3261.06
6215.125194,3261.5
6218.661521,3261.91
6222.220071,3262.3
6225.80253,3262.66
6229.41664,3262.66
6233.061307,3263.02
6236.736531,3263.39
6240.445091,3263.77
6244.191398,3264.18
6247.969407,3264.18
6251.777973,3264.61
6255.614318,3265.05
6259.475665,3265.49
6263.360828,3265.92
6267.269399,3265.92
6271.197417,3266.35
6275.144881,3266.78
6279.11179,3267.21
6283.094151,3267.64
6287.097173,3267.64
6291.116863,3268.07
6295.155999,3268.52
6299.211802,3268.96
6303.283031,3269.41
6307.372169,3269.41
6311.472419,3269.86
6315.592115,3270.31
6319.731257,3270.76
6323.888576,3271.23
6328.063831,3271.23
6332.255754,3271.71
6336.467123,3272.21
6340.695158,3272.74
6344.941344,3273.29
6349.208271,3273.29
6353.491866,3273.88
6357.792128,3274.49
6362.111836,3275.12
6366.452443,3275.77
6370.81382,3275.77
6375.194643,3276.43
6379.594912,3277.09
6384.017404,3277.74
6388.457986,3278.37
6392.922148,3278.37
6397.411311,3278.97
6401.91992,3279.56
6406.447974,3280.13
6410.994086,3280.69
6415.558253,3280.69
6420.139089,3281.23
6424.733814,3281.78
6429.339651,3282.31
6433.95519,3282.85
6438.583251,3282.85
6443.225201,3283.39
6447.878263,3283.95
6452.53688,3284.52
6457.199631,3285.11
6461.861026,3285.11
6466.516866,3285.72
6471.156038,3286.33
6475.767431,3286.93
6480.344091,3287.5
6484.888813,3287.5
6489.389088,3288.05
6493.842137,3288.58
6498.242406,3289.11
6502.58579,3289.65
6506.872163,3289.65
6511.091865,3290.23
6515.244896,3290.84
6519.331257,3291.46
6523.344166,3292.09
6527.266628,3292.09
6531.072415,3292.69
6534.775419,3293.25
6538.364527,3293.76
6541.833125,3294.2
6545.199997,3294.2
6548.45853,3294.6
6551.617056,3294.96
6554.689466,3295.3
6557.683179,3295.64
6560.594468,3295.64
6563.427975,3295.98
6566.18092,3296.32
6568.856084,3296.68
6571.455449,3297.04
6573.980603,3297.04
6576.433531,3297.4
6578.814232,3297.74
6581.125484,3298.08
6583.369381,3298.39
6585.544514,3298.39
6587.658531,3298.68
6589.703101,3298.95
6591.672665,3299.19
6593.56387,3299.4
6595.388982,3299.4
6597.139089,3299.57
6598.825303,3299.7
6600.450402,3299.8
6602.019463,3299.89
6603.536222,3299.89
6605.016868,3299.97
6606.455845,3300.06
6607.853152,3300.16
6609.211154,3300.27
6610.525123,3300.27
6611.802979,3300.39
6613.036388,3300.51
6614.225349,3300.63
6615.366737,3300.76
6616.475138,3300.76
6617.561316,3300.9
6618.630825,3301.04
6619.692001,3301.19
6620.754242,3301.35
6621.818196,3301.35
6622.893261,3301.5
6623.979439,3301.66
6625.082284,3301.83
6626.201455,3301.98
6627.343192,3301.98
6628.507152,3302.13
6629.693335,3302.25
6630.90452,3302.36
6632.14033,3302.44
6633.387628,3302.44
6634.64326,3302.52
6635.893337,3302.61
6637.137857,3302.73
6638.368112,3302.89
6639.593187,3302.89
6640.80715,3303.08
6642.026669,3303.29
6643.260078,3303.53
6644.515327,3303.77
6645.807072,3303.77
6647.168267,3304.03
6648.590576,3304.29
6650.074,3304.56
6651.618067,3304.85
6653.237611,3304.85
6654.932159,3305.15
6656.704489,3305.46
6658.554602,3305.77
6660.481909,3306.08
6662.482031,3306.08
6664.551602,3306.38
6666.690621,3306.69
6668.896311,3306.99
6671.167979,3307.3
6673.507011,3307.3
6675.912713,3307.61
6678.37953,3307.92
6680.91024,3308.24
6683.501275,3308.57
6686.148658,3308.57
6688.848824,3308.92
6691.598991,3309.29
6694.396384,3309.7
6697.237358,3310.13
6700.115311,3310.13
6703.0266,3310.59
6705.960112,3311.05
6708.910292,3311.51
6711.87068,3311.96
6714.826416,3311.96
6717.768263,3312.4
6720.685108,3312.83
6723.565839,3313.24
6726.395704,3313.64
6729.176429,3313.64
6731.887705,3314.01
6734.535089,3314.37
6737.115802,3314.7
6739.623523,3315
6742.068117,3315
6744.440484,3315.28
6746.748959,3315.55
6748.99354,3315.8
6751.17634,3316.06
6753.30147,3316.06
6755.373818,3316.32
6757.393386,3316.57
6759.362951,3316.82
6761.284704,3317.05
6763.159819,3317.05
6764.993264,3317.25
6766.787818,3317.42
6768.549037,3317.57
6770.276392,3317.72
6771.976496,3317.72
6773.66271,3317.88
6775.326701,3318.07
6776.974024,3318.3
6778.606958,3318.57
6780.218168,3318.57
6781.804376,3318.86
6783.371138,3319.17
6784.921232,3319.49
6786.459746,3319.8
6788.005673,3319.8
6789.558546,3320.09
6791.128086,3320.37
6792.714294,3320.62
6794.316681,3320.86
6795.944558,3320.86
6797.602993,3321.08
6799.294762,3321.29
6801.025424,3321.49
6802.794436,3321.7
6804.605658,3321.7
6806.461327,3321.91
6808.355887,3322.13
6810.281005,3322.34
6812.230529,3322.54
6814.20565,3322.54
6816.19466,3322.73
6818.208672,3322.92
6820.247685,3323.1
6822.31107,3323.29
6824.413977,3323.29
6826.564108,3323.49
6828.764242,3323.72
6831.022714,3323.96
6833.347146,3324.21
6835.725069,3324.21
6838.150217,3324.46
6840.628146,3324.73
6843.161635,3325.01
6845.749892,3325.31
6848.391719,3325.31
6851.083551,3325.63
6853.828163,3325.99
6856.622777,3326.36
6859.469304,3326.74
6862.363926,3326.74
6865.302994,3327.13
6868.283732,3327.51
6871.306138,3327.87
6874.369279,3328.23
6877.469468,3328.23
6880.600215,3328.57
6883.764297,3328.92
6886.958937,3329.26
6890.180373,3329.61
6893.433349,3329.61
6896.714105,3329.98
6900.02264,3330.36
6903.356177,3330.77
6906.71369,3331.19
6910.102786,3331.19
6913.527995,3331.63
6916.980984,3332.06
6920.458974,3332.49
6923.958119,3332.9
6927.463889,3332.9
6930.972437,3333.29
6934.472651,3333.67
6937.950641,3334.04
6941.394245,3334.41
6944.81112,3334.41
6948.189104,3334.77
6951.533753,3335.14
6954.842288,3335.52
6958.110934,3335.9
6961.350021,3335.9
6964.555772,3336.29
6967.736522,3336.68
6970.900604,3337.08
6974.047058,3337.46
6977.180583,3337.46
6980.305774,3337.85
6983.419852,3338.23
6986.525598,3338.62
6989.622064,3339
6992.70003,3339
6995.755772,3339.39
6998.786512,3339.77
7001.789473,3340.15
7004.758193,3340.52
7007.697261,3340.52
7010.600216,3340.89
7013.469835,3341.26
7016.308898,3341.63
7019.119323,3342
7021.902826,3342
7024.655772,3342.35
7027.380938,3342.69
7030.078325,3343
7032.749895,3343.28
7035.388945,3343.28
7037.991881,3343.55
7040.561483,3343.8
7043.092193,3344.05
7045.583251,3344.29
7048.041735,3344.29
7050.466883,3344.52
7052.861474,3344.75
7055.231063,3344.98
7057.580489,3345.21
7059.905632,3345.21
7062.211328,3345.47
7064.486467,3345.75
7066.728271,3346.07
7068.936065,3346.42
7071.09453,3346.42
7073.183546,3346.78
7075.219782,3347.14
7077.200458,3347.48
7079.122211,3347.82
7081.011216,3347.82
7082.87244,3348.14
7084.711442,3348.45
7086.542109,3348.76
7088.363887,3349.05
7090.177886,3349.05
7091.97244,3349.33
7093.750327,3349.59
7095.517101,3349.83
7097.269451,3350.07
7099.014002,3350.07
7100.757164,3350.3
7102.498937,3350.52
7104.243488,3350.73
7105.990284,3350.92
7107.734835,3350.92
7109.465496,3351.11
7111.198935,3351.31
7112.949042,3351.54
7114.720832,3351.82
7116.529275,3351.82
7118.393278,3352.14
7120.310062,3352.51
7122.285182,3352.89
7124.32635,3353.26
7126.423701,3353.26
7128.573832,3353.61
7130.773966,3353.93
7133.024104,3354.25
7135.320765,3354.56
7137.668131,3354.56
7140.062721,3354.89
7142.510093,3355.23
7145.015802,3355.58
7147.576288,3355.94
7150.187558,3355.94
7152.857166,3356.3
7155.573998,3356.63
7158.326944,3356.92
7161.112375,3357.19
7163.929214,3357.19
7166.76272,3357.44
7169.61845,3357.68
7172.496403,3357.95
7175.392918,3358.27
7178.315319,3358.27
7181.268277,3358.65
7184.251792,3359.09
7187.271421,3359.58
7190.329008,3360.09
7193.423642,3360.09
7196.557166,3360.58
7199.726804,3361.06
7202.929778,3361.49
7206.165099,3361.88
7209.434743,3361.88
7212.734944,3362.27
7216.068481,3362.64
7219.435353,3363.03
7222.8373,3363.43
7226.273622,3363.43
7229.746056,3363.83
7233.251825,3364.24
7236.788152,3364.64
7240.351171,3365.04
7243.943057,3365.04
7247.557167,3365.44
7251.1935,3365.86
7254.852057,3366.3
7258.528937,3366.75
7262.229163,3366.75
7265.946056,3367.22
7269.682395,3367.71
7273.440958,3368.22
7277.217814,3368.75
7281.020824,3368.75
7284.851614,3369.3
7288.704627,3369.85
7292.582641,3370.4
7296.481689,3370.94
7300.390261,3370.94
7304.307167,3371.44
7308.218517,3371.91
7312.118755,3372.35
7315.998364,3372.74
7319.848599,3372.74
7323.657165,3373.1
7327.421284,3373.43
7331.127066,3373.73
7334.776175,3374.03
7338.398619,3374.03
7341.996061,3374.03
